stat,scale,bin,snr,frac_diff,band,n_realizations,n_seeds
l1,2,1,6.75,-0.14819688843442944,0.24080092700557162,200,1
l1,2,1,7.25,-0.16647154195873004,0.28516868681446467,200,1
l1,2,1,7.75,-0.17539712589370746,0.33705286516901434,200,1
l1,2,1,8.25,-0.1566072389953595,0.4284126178747935,200,1
l1,2,1,8.75,-0.1768225549463358,0.47504468232878805,200,1
l1,2,1,9.25,-0.18092495991518392,0.5290711407380687,200,1
l1,2,1,9.75,-0.18322885351600643,0.6384556505186694,200,1
l1,2,2,-7.25,-0.00057148438133154,14.098674200381934,200,1
l1,2,2,-6.75,-0.141783040361378,4.892408994237565,200,1
l1,2,2,-6.25,-0.04449230209418002,2.2385566238956045,200,1
l1,2,2,-5.75,-0.06742062547063872,0.8262427705811325,200,1
l1,2,2,-5.25,-0.03536676796404037,0.3415093788851769,200,1
l1,2,2,-4.75,-0.02789454239956475,0.1402180670161134,200,1
l1,2,2,-4.25,-0.022134084019395324,0.06893220572380912,200,1
l1,2,2,-3.75,-0.016444394829992458,0.03545192486629497,200,1
l1,2,2,-3.25,-0.012173210719214027,0.01875656620576191,200,1
l1,2,2,-2.75,-0.008544950579490371,0.01155273801062381,200,1
l1,2,2,-2.25,-0.0057598026972258435,0.00681574517300634,200,1
l1,2,2,-1.75,-0.0032698562782737047,0.004446313035016096,200,1
l1,2,2,-1.25,-0.0012865691292427818,0.0026957203740701386,200,1
l1,2,2,-0.75,0.00027816906641736703,0.00250463956231785,200,1
l1,2,2,-0.25,0.0013804425033776765,0.0029540082630459975,200,1
l1,2,2,0.25,0.002379628622416415,0.003069173959330474,200,1
l1,2,2,0.75,0.0024463773388974986,0.002832162925278212,200,1
l1,2,2,1.25,0.0018506628279642394,0.0032880162026764238,200,1
l1,2,2,1.75,0.00018990972522686013,0.0042261464279838845,200,1
l1,2,2,2.25,-0.002896185533316908,0.006273567323261523,200,1
l1,2,2,2.75,-0.008087192588107368,0.010233976850113569,200,1
l1,2,2,3.25,-0.015980089236605134,0.0156372085617987,200,1
l1,2,2,3.75,-0.027533437747298647,0.022711192158222607,200,1
l1,2,2,4.25,-0.04123066319691118,0.03470582209851494,200,1
l1,2,2,4.75,-0.05572385095899385,0.04887913805156279,200,1
l1,2,2,5.25,-0.07412303917461764,0.06854239954233471,200,1
l1,2,2,5.75,-0.08910635173585552,0.08269277645561753,200,1
l1,2,2,6.25,-0.09618726642723671,0.10282517739844026,200,1
l1,2,2,6.75,-0.1147978806075036,0.12152518655385894,200,1
l1,2,2,7.25,-0.11143194408543046,0.15555176373789492,200,1
l1,2,2,7.75,-0.1242560500363378,0.19834629281423372,200,1
l1,2,2,8.25,-0.13248391237971516,0.242737731718631,200,1
l1,2,2,8.75,-0.15897268187225294,0.2764356888774873,200,1
l1,2,2,9.25,-0.14864592330408644,0.3447527802580357,200,1
l1,2,2,9.75,-0.1511541826942168,0.339961345739544,200,1
l1,2,3,-8.25,-0.0021710273895803275,14.07610986947647,200,1
l1,2,3,-7.75,-0.15848095416452068,3.8419513301055987,200,1
l1,2,3,-7.25,-0.07608641885752765,1.6446980817021224,200,1
l1,2,3,-6.75,-0.053631056297759126,0.7267245823428343,200,1
l1,2,3,-6.25,-0.0346230371830826,0.34693634757966735,200,1
l1,2,3,-5.75,-0.036442753094609294,0.17500659214756228,200,1
l1,2,3,-5.25,-0.02296523700379795,0.08262649476786049,200,1
