stat,basis,bin,x,frac_diff,band,n_realizations,n_seeds
l1,bnt,4,1.25,2.018069553218929e-05,0.0031032665732532083,200,1
l1,bnt,4,1.75,-9.58289332692323e-06,0.0032238753501674967,200,1
l1,bnt,4,2.25,-2.5656032159656153e-05,0.004307936774256011,200,1
l1,bnt,4,2.75,-1.8884392983426468e-05,0.0056454150306026575,200,1
l1,bnt,4,3.25,-3.8995244259708775e-05,0.0068858540444288775,200,1
l1,bnt,4,3.75,-8.268411063388366e-05,0.010927357299335584,200,1
l1,bnt,4,4.25,-6.927172769218576e-05,0.014462206423445992,200,1
l1,bnt,4,4.75,-6.595957025691745e-05,0.021698451735054875,200,1
l1,bnt,4,5.25,-0.00018182537904400716,0.040719374871218614,200,1
l1,bnt,4,5.75,2.8995732852156824e-05,0.05689951482590185,200,1
l1,bnt,4,6.25,-0.00019547388502054583,0.1117864387993605,200,1
l1,bnt,4,6.75,-0.00030155340339595735,0.20735941996525606,200,1
l1,bnt,4,7.25,-0.0011607155437775901,0.40811799819941164,200,1
l1,bnt,4,7.75,-1.6621232639657303e-05,0.9606454658409036,200,1
l1,bnt,4,8.25,-0.00602074900003984,1.9077053622531577,200,1
l1,bnt,4,8.75,0.03161513852776879,4.624765239739576,200,1
l1,bnt,4,9.25,-2.0202688875172974e-05,10.720999847663764,200,1
l1,bnt,4,9.75,5.49735842255295e-05,17.082501198499614,200,1
l1,std,4,-6.25,-0.0001113247127008195,24.212628486785896,200,1
l1,std,4,-5.75,-0.06563674082950163,2.8913786411581057,200,1
l1,std,4,-5.25,-0.05285468745085601,0.8585854915177716,200,1
l1,std,4,-4.75,-0.03969976183059773,0.2812418692713772,200,1
l1,std,4,-4.25,-0.03464894483327395,0.10718386670928974,200,1
l1,std,4,-3.75,-0.02808486378962731,0.045100105471331316,200,1
l1,std,4,-3.25,-0.023805058285545057,0.020782518604859083,200,1
l1,std,4,-2.75,-0.018445209151003755,0.01047774018656293,200,1
l1,std,4,-2.25,-0.013441186764095637,0.0063619261929127,200,1
l1,std,4,-1.75,-0.008716351939455769,0.003935392962115462,200,1
l1,std,4,-1.25,-0.004355604612171575,0.0027617988735366117,200,1
l1,std,4,-0.75,-0.000568285490278498,0.0020989145121665057,200,1
l1,std,4,-0.25,0.0023601673345824093,0.002549286587187405,200,1
l1,std,4,0.25,0.005457933412562065,0.002598933020279864,200,1
l1,std,4,0.75,0.005805125614098604,0.0024442662515659643,200,1
l1,std,4,1.25,0.004231633756462714,0.002836752768369025,200,1
l1,std,4,1.75,-0.0011341524668073836,0.0038278968669179267,200,1
l1,std,4,2.25,-0.012528986855742883,0.005904712273185287,200,1
l1,std,4,2.75,-0.03278253564045163,0.010159862858974723,200,1
l1,std,4,3.25,-0.06446450518033592,0.017069347840917275,200,1
l1,std,4,3.75,-0.1090876303338644,0.028244597640318076,200,1
l1,std,4,4.25,-0.1589985078631909,0.042032254490948474,200,1
l1,std,4,4.75,-0.19877684010567237,0.06380148854754088,200,1
l1,std,4,5.25,-0.23724467786821946,0.0884306288278928,200,1
l1,std,4,5.75,-0.2545913984142729,0.12728088186782982,200,1
l1,std,4,6.25,-0.26848358047511955,0.15818052444112354,200,1
l1,std,4,6.75,-0.27301362588415223,0.20993058481253407,200,1
l1,std,4,7.25,-0.3002882691133008,0.24404199348739594,200,1
l1,std,4,7.75,-0.28791797003916597,0.34917926016071055,200,1
l1,std,4,8.25,-0.30739557850474114,0.40937764189872966,200,1
l1,std,4,8.75,-0.3256601826636597,0.5208761998335092,200,1
l1,std,4,9.25,-0.25857648565746605,0.7164350000167552,200,1
l1,std,4,9.75,-0.3296751788557477,0.84653463327982,200,1
